timestamp,90d-coin-days-destroyed-cdd-90,adjusted-sopr-a-sopr,average-coin-dormancy,coin-days-destroyed-cdd,market-value-to-realized-value-ratio-mvrv,mvrv-z-score,net-realized-profit-loss-usd,net-unrealized-profit-loss-nupl,number-of-utxos-in-loss,number-of-utxos-in-profit,percent-of-utxos-in-profit,percent-supply-in-profit,price-drawdown-from-ath,price-ohlc-usd-c,price-ohlc-usd-h,price-ohlc-usd-l,price-ohlc-usd-o,puell-multiple,realized-loss-usd,realized-profit-loss-ratio,realized-profits-to-value-rpv-ratio,relative-unrealized-loss,relative-unrealized-profit,supply-adjusted-cdd,total-supply-in-loss-btc,total-supply-in-profit-btc
2012-12-13,254260.28290473777,1.02825523417549,2.502605533574803,9431719.39909583,1.8670950980524683,1.6259013211731,292734.90969563,0.464531175459091,287854,2775578,0.906035453047432,0.937272010274952,-0.5695663923797811,13.69113125,13.721182500000005,13.62596456678552,13.69921846153846,0.788781506996534,43524.6936945459,7.72572015670067,0.0043335397858918,0.0197850667302526,0.484316242189343,0.8937498098020539,661966.27588676,9890998.65712507
2012-12-14,254068.52978243903,1.01776702862265,1.1866667150063237,3388856.52008158,1.8466650100041024,1.58845810539642,133380.389967884,0.456185622001237,389415,2681253,0.873182317332906,0.882386224932916,-0.5734532109237659,13.684013333333334,13.731665714285716,13.625128594952791,13.731665714285716,0.639479419493492,41268.834542463,4.23198828962916,0.0022458817560209,0.0213596741232995,0.477545296124537,0.3210474529060648,1241485.72030839,9314129.21170344
2012-12-15,253755.22099995,1.00689397822537,1.0972509615725918,1756643.26655175,1.8327280546438105,1.56104406980565,32176.003311505,0.454525142069498,405622,2672857,0.868239478001961,0.880336254963368,-0.5764005258206228,13.531920000000005,13.600701599999995,13.526673333333337,13.547075454545457,0.691616607442483,28479.6360277357,2.12978983580301,0.0007792795563969,0.0215838665244352,0.476109008593933,0.1663720326988618,1263471.43867007,9295043.49234176
2012-12-16,249774.40040659023,1.01416727681145,1.554717865914177,2701887.82323711,1.815465834276184,1.52941876668052,54332.3571295633,0.447717378482561,509838,2579568,0.834972159696718,0.841728888096034,-0.5800064794445082,13.563107272727272,13.592864285714285,13.492798333333331,13.514510666666668,0.659471368073068,37422.7996572705,2.4518517488578,0.0011774468920198,0.0234351330019118,0.471152511484473,0.2558290952095963,1671547.10036313,8889742.8296487
2012-12-17,243898.52971984333,0.995911476780525,1.1385569686698225,1947142.82598216,1.7935598461285165,1.48461065138219,-22677.0184189259,0.443453709783301,568392,2535751,0.816892456307586,0.836407823078879,-0.5850913067292058,13.3424,13.403722499999995,13.328359166666663,13.36013391304348,0.779476845314956,90053.9279812212,0.748184016763214,0.0008643746998302,0.0245949545282944,0.468048664311595,0.1843073671141173,1728292.44445664,8836347.48505519
2012-12-18,243710.1840816058,1.0107320954047,1.5862547328061554,3627380.90720332,1.7939141058682548,1.48448136951331,65985.6244179209,0.443170076982535,561777,2562290,0.820177672245826,0.848640139913662,-0.5845578030210862,13.250026666666669,13.362011,13.250026666666669,13.257237857142858,0.727035440510346,61777.4357722113,2.06811853863968,0.0016367996418324,0.0242390758401612,0.467409152822696,0.3432492560830752,1599535.42115622,8968229.50835561
2012-12-19,241500.1754863645,1.01753037376031,3.686328697091272,3870687.04837997,1.8288668040026848,1.55008692916846,104722.105485324,0.449975873277807,441741,2690981,0.858991318093339,0.883074337624306,-0.575780537454406,13.25142375,13.2919531632653,13.220584365079365,13.264902877697846,0.831864053284265,35897.7050334433,3.91723678123049,0.0017980067036455,0.0219894066095046,0.471965279887311,0.3661496594211198,1236058.00031523,9335256.9291966
2012-12-20,241293.5980844476,1.02962570833536,6.790969967512088,5790442.51866989,1.8283593209152305,1.53675154858742,147846.776470262,0.45414889393919,361141,2775787,0.884874310153118,0.910472253750578,-0.5749991619031816,13.617327272727271,13.61966142857143,13.42443375,13.450686499999998,0.626500544620644,35319.4286872544,5.18599003340093,0.0023364773081889,0.0207682691252567,0.474917163064447,0.5476126545286791,946663.24897009,9627301.67954174
2012-12-21,240785.7817009571,1.01909583776362,2.3219869107269484,3707327.24988079,1.7939813976678631,1.51911160889453,120306.484138708,0.449847357489286,418814,2722112,0.866573539842279,0.890797341613321,-0.5822492589174104,13.5014925,13.58225,13.455575714285716,13.58225,0.745800278666619,37090.7494807348,4.24357112819184,0.0020036086590654,0.0214645745808241,0.47131193207011,0.3505042485439842,1154741.55639726,9422065.85936611
2012-12-22,240420.2499443067,1.00085869156851,1.2362357621402684,1617715.7053566,1.803913081559254,1.49302023273337,3662.95219525064,0.446516483974487,481213,2675929,0.847579551379064,0.873690888850038,-0.5797887385031002,13.496990000000002,13.5,13.409332222222224,13.5,0.897093845917149,51418.9598623322,1.07123738412947,0.000700672385313,0.0222260498630987,0.468742533837586,0.1528894575020768,1336469.1171857,9244470.80882613
2012-12-23,236972.0233756379,0.998653755703971,1.930505339459769,1582990.74289651,1.7947345194663389,1.48371111735693,-6357.36516603499,0.441623583688508,570841,2596542,0.819775189801802,0.846789677169955,-0.5818750263789465,13.29339,13.423478333333335,13.169965245213811,13.423478333333335,0.708317537079274,41782.1017633168,0.847844773294375,0.0004504376333821,0.0235358169810805,0.465159400669589,0.1495648603569556,1621576.51331761,8962413.41219422
2012-12-24,234801.94727566,1.00230896419928,1.9235134009262576,1886379.15802415,1.766023280590482,1.49825830096256,14468.8031422668,0.442175249820882,555748,2612192,0.824571172433821,0.852934438798751,-0.5883786962782953,13.300053333333333,13.334665,13.11,13.307766666666668,0.770801715197692,40694.2074381711,1.35554945170636,0.0007008806284643,0.0231949360643665,0.465370185885249,0.1781737702742106,1557025.73442219,9030264.19058964
2012-12-25,233481.028217971,1.00245554785481,2.268696653583579,1239052.10494425,1.798263346898288,1.48582595850826,8946.23276862294,0.443907393731889,508249,2671738,0.840172617057868,0.874005817944706,-0.5807200349034162,13.380005,13.429986666666668,13.298891111111107,13.32666,0.722839141788893,23521.3297011079,1.38034553668118,0.0004122581388096,0.022583265790785,0.466490659522674,0.1169976681659097,1334327.51624849,9256062.40876334
2012-12-26,232250.32081938788,1.00502354810931,2.6750676874815102,1519472.81110271,1.8084967193991928,1.49897646279683,24437.5928121558,0.44445312532593,485669,2693621,0.847239792532295,0.880692472032334,-0.5780830687801336,13.260005,13.3742275,13.248256765406364,13.35001,0.89560163542244,26040.3418566654,1.93845130554231,0.0006403315006174,0.0223254816163101,0.46677860694224,0.1434242925268622,1263972.57608986,9330267.34842197
2012-12-27,225538.9086873065,1.00614454973437,2.0114955780764423,1457713.42289694,1.79198486405042,1.48740783293575,29736.2295375802,0.44176778572939,551010,2635322,0.827070750944974,0.860406279133934,-0.5816557872673699,13.412135714285714,13.449369999999998,13.345336666666668,13.393873636363637,0.910708182897235,24626.7219963079,2.20747818333428,0.0006889001398689,0.0229303786871442,0.464698164416534,0.1375441395806758,1479433.78632181,9118706.13819002
2012-12-28,224905.50743194896,1.00873428512159,2.270930225435339,2242157.53288788,1.8003900414180227,1.48876772334985,62302.1459956755,0.445064789990652,460934,2738423,0.855929175768756,0.892099192681951,-0.5792289185401933,13.445415,13.451045000000002,13.301715688931884,13.338353123863008,0.987083567157285,25434.438478254,3.44951922366765,0.0011101483451716,0.0218939179191879,0.46695870790984,0.2114769127566116,1144003.73467354,9458361.18833829
2012-12-29,224823.28611886365,1.0068134909554,2.3188101386341646,2174564.23588974,1.7886991971491504,1.48125974569354,41993.9405305639,0.443771807875493,493062,2714602,0.846286269384823,0.872471960785671,-0.5816223817915687,13.541635483870964,13.541635483870964,13.33928,13.432432857142857,0.843181034346201,29859.3661827991,2.40639088832217,0.0009081294597925,0.022104517307441,0.465876325182934,0.2050319971421524,1352557.91035259,9253407.01065924
2012-12-30,224425.98416042727,1.0046596838608,3.16565942094804,2279399.86629432,1.8026498607336547,1.489394107296,28865.1640431046,0.445280300540555,445882,2779350,0.861751960789177,0.89582234003436,-0.5780750736982547,13.380375,13.412070000000002,13.265,13.412070000000002,0.968130552971858,33276.230550733,1.86744092000134,0.000784547832029,0.021609897328188,0.466890197868743,0.2148325176465235,1105336.94391665,9504777.97209518
2012-12-31,230514.15259738013,1.0321374746573,10.45098441568585,12052967.3446553,1.8043865402463493,1.49874765953935,222998.412605132,0.445712658392697,397953,2837076,0.876986265038119,0.911678331928902,-0.5763545634311467,13.422245714285712,13.512880000000004,13.421386666666663,13.45760857142857,0.924982497500624,26371.42270093,9.45606303209676,0.0031374119613236,0.0211402502270702,0.466852908619767,1.1355645541090769,937451.9182646,9676612.99624723
2013-01-01,226362.82986694804,0.995873983902649,1.5097823693312291,2114232.83871347,1.76557975144569,1.41909468954981,-31505.7703213018,0.433613265333493,730011,2513827,0.774129067960214,0.814085146169867,-0.5855098727805205,13.24,13.51001,13.24,13.51001,0.930870710270464,73927.2706097898,0.573827492055013,0.0005335732816726,0.0245598853568432,0.458173150690336,0.1991154595291984,1921248.21881907,8644049.62897247
2013-01-02,224842.50370341903,0.999183990236055,1.272591616189005,2296318.41174043,1.7404274467914298,1.36714443735072,-7477.49328387174,0.427886021407019,815112,2447351,0.750144520807012,0.78986783279846,-0.5913415795628824,13.220000000000002,13.220000000000002,13.220000000000002,13.220000000000002,0.876133231602792,57123.663745032,0.869099900222663,0.0006241079406694,0.0265283489036832,0.454414370310702,0.2161861439510099,2231960.86002354,8389928.65644158
2013-01-03,225186.5360788495,1.0011945475565,1.6781353056500656,2653768.04981079,1.7605019770831545,1.40582220690582,11268.0683455506,0.428949053254186,811555,2462062,0.751307584048512,0.798814659395417,-0.5864504706486433,13.09,13.09,13.09,13.09,0.927063454845005,53884.6109717935,1.20911477585779,0.0008183784602492,0.0258008275484241,0.45474988080261,0.2497428994740062,2126891.7674536,8488196.50830879
2013-01-04,227476.82275554692,1.00872772126455,2.20798647852292,4928840.13330407,1.756425623765653,1.39203919123376,66234.8079375085,0.431352005471308,750851,2525414,0.768224156917143,0.816175794048636,-0.5869521228449756,13.19,13.19,13.12,13.12,0.877795630160693,34792.2489103554,2.90372309959517,0.0012671373477235,0.0245511209150804,0.455903126386389,0.4636802706821674,1855202.14540758,8675797.61946379
2013-01-05,227616.05467606345,1.00065660499028,0.9802312691343326,1997108.19097195,1.7526908028246173,1.38954508132438,4460.54032872869,0.428056365276613,840824,2462780,0.745482812104599,0.792954732355267,-0.587704601139474,13.19,13.19,13.174,13.19,0.806903299035016,28864.7324297616,1.15453253687983,0.0004177179697646,0.0256253115035511,0.453681676780164,0.1878155229510878,2201582.70576241,8431757.19524942
2013-01-06,220751.895183571,0.999405409201798,1.29919256004767,1340217.24958701,1.7523222440009705,1.38720986151799,-3518.83806722926,0.429328165584647,786925,2513465,0.757545800738719,0.818808569781973,-0.587704601139474,13.109999999999996,13.118,13.109999999999996,13.118,0.827956732226661,24350.3211145867,0.855491102122618,0.0002609698116892,0.0250002757252514,0.454328441309899,0.1259960890748553,1816828.47823559,8709638.01700914
